iter	Logloss
427	0.08906351062
428	0.08889637964
429	0.08871742119
430	0.08848704624
431	0.08845229936
432	0.08833519943
433	0.08825926667
434	0.08816570639
435	0.08790835655
436	0.08774613254
437	0.08744507381
438	0.08724176196
439	0.08704659289
440	0.08695093591
441	0.08679680548
442	0.08656835586
443	0.0864696038
444	0.08622135071
445	0.08610062737
446	0.08588608846
447	0.08563493003
448	0.08548694438
449	0.08530860196
450	0.0851945792
451	0.08501020853
452	0.08481588592
453	0.08471524553
454	0.08459295278
455	0.08452451118
456	0.08427096124
457	0.08414442254
458	0.08404860454
459	0.083921159
460	0.08377858417
461	0.08361948077
462	0.08358073708
463	0.08340774539
464	0.08334626158
465	0.08318121199
466	0.08310509838
467	0.08299610313
468	0.08277495184
469	0.08263379894
470	0.08249519073
471	0.08232318127
472	0.08217164428
473	0.08211068645
474	0.08175933109
475	0.08169719198
476	0.0816309976
477	0.08156110366
478	0.08120412852
479	0.08104217252
480	0.0809410294
481	0.0808572969
482	0.08079934179
483	0.08063583711
484	0.08041857467
485	0.08027187739
486	0.07998983332
487	0.07987319683
488	0.07977774157
489	0.07971872623
490	0.07957389708
491	0.07945168551
492	0.07939442635
493	0.07933903362
494	0.0792423204
495	0.07900208372
496	0.07885988472
497	0.0786742151
498	0.0785059166
499	0.07839901472
500	0.07826407484
501	0.07814150853
502	0.07798580839
503	0.07789586191
504	0.07781627502
505	0.07775145181
506	0.07765023816
507	0.07753630857
508	0.07747965825
509	0.0773738172
510	0.07730893361
511	0.07716726051
512	0.07708245209
513	0.076964611
514	0.07684895505
515	0.07677694021
516	0.07671160472
517	0.07666650098
518	0.07647175821
519	0.07634938207
520	0.07623214688
521	0.07616212848
522	0.07604393783
523	0.07595089894
524	0.0758560762
525	0.07578506875
526	0.07559040257
527	0.07532091551
528	0.07525400291
529	0.07520471819
530	0.07512111667
531	0.07504738036
532	0.07494696522
533	0.07477633602
534	0.07449659481
535	0.07432311244
536	0.0742765816
537	0.0741193367
538	0.07409658771
539	0.07402404231
540	0.07398476673
541	0.07391497069
542	0.07375134569
543	0.07349615671
544	0.07344289347
545	0.07323693437
546	0.07310961567
547	0.07301363525
548	0.0729386933
549	0.07285561797
550	0.07272450322
551	0.0726866125
552	0.07261447016
553	0.07252718631
554	0.072394975
555	0.07227049467
556	0.07223248881
557	0.07208867461
558	0.07198893795
559	0.07178904698
560	0.07162768422
561	0.07154797494
562	0.0713456525
563	0.07122702069
564	0.0709261323
565	0.07073304825
566	0.07065592613
567	0.07046836522
568	0.07040564375
569	0.07016877378
570	0.07010683704
571	0.06999063743
572	0.06981071591
573	0.06972905059
574	0.06959928873
575	0.06951217996
576	0.06933493721
577	0.06926931815
578	0.06915575751
579	0.06912153171
580	0.06905858366
581	0.06893333243
582	0.06888933547
583	0.0687940171
584	0.06862126064
585	0.06847181578
586	0.06832162191
587	0.06824959479
588	0.06818391424
589	0.06808872011
590	0.06801863267
591	0.06789282921
592	0.06763314032
593	0.06751355431
594	0.06745678257
595	0.06730948014
596	0.06701259048
597	0.06688905813
598	0.06674079766
599	0.06660449497
600	0.06656878561
601	0.06645258505
602	0.06622605661
603	0.06615086952
604	0.06607520995
605	0.06600250042
606	0.0659072445
607	0.06582396397
608	0.06571913202
609	0.06563512684
610	0.06550482384
611	0.06538881655
612	0.06531291997
613	0.06524921307
614	0.06513797593
615	0.06504314268
616	0.06491263056
617	0.06486160736
618	0.06475476084
619	0.06468369508
620	0.064616711
621	0.06456742569
622	0.06446150842
623	0.06434941344
624	0.06424835896
625	0.06417994245
626	0.06394602459
627	0.06389916691
628	0.06385504852
629	0.06378174664
630	0.06372052353
631	0.06365443549
632	0.06352115218
633	0.06345536937
634	0.06337347814
635	0.06324547955
636	0.06314749787
637	0.06303029346
638	0.06289673562
639	0.06280528988
640	0.06271867623
641	0.06264720653
642	0.06257392219
643	0.06251558304
644	0.06242934545
645	0.06231084379
646	0.06222869231
647	0.06216241454
648	0.06210813428
649	0.06201636081
650	0.06198819345
651	0.06192654997
652	0.06187463968
653	0.0617420589
654	0.06165495702
655	0.06150968078
656	0.06143360919
657	0.06130773995
658	0.0612319992
659	0.06117191691
660	0.06105841242
661	0.06082885026
662	0.06072591352
663	0.06059758327
664	0.06051660716
665	0.06046593944
666	0.06039915893
667	0.06017991107
668	0.06011965229
669	0.06009115565
670	0.06000924636
671	0.05988977327
672	0.05979775383
673	0.05976116058
674	0.05956269154
675	0.05952835076
676	0.05943352173
677	0.05935212546
678	0.05931869373
679	0.05928639845
680	0.0592382097
681	0.05913748399
682	0.05896015747
683	0.05887732344
684	0.05879961919
685	0.05873790341
686	0.05866777098
687	0.05861220968
688	0.05853761833
689	0.05842788859
690	0.0582301041
691	0.05810166323
692	0.05805566968
693	0.05800527331
694	0.05795657465
695	0.05788832988
696	0.0578169409
697	0.0577697802
698	0.05768754747
699	0.05759330642
700	0.05750253828
701	0.05743729905
702	0.05736430597
703	0.05717663362
704	0.05711809957
705	0.05707128983
706	0.05701935284
707	0.0569315317
708	0.0569066587
709	0.05684367771
710	0.05671074559
711	0.05663455199
712	0.05655038697
713	0.05636753361
714	0.05634747619
715	0.05618664924
716	0.05614393494
717	0.05606971965
718	0.05589817586
719	0.05583578204
720	0.0558160573
721	0.0557887919
722	0.05574803268
723	0.05569952945
724	0.05554716429
725	0.05546667167
726	0.05542733638
727	0.0553765351
728	0.05530337019
729	0.0552286213
730	0.05516503739
731	0.05510565681
732	0.05499544275
733	0.05495195645
734	0.05491521216
735	0.05486844734
736	0.05483631426
737	0.05476486298
738	0.05471989429
739	0.05457590405
740	0.05450337766
741	0.05443332959
742	0.05438859599
743	0.05432250358
744	0.05425221442
745	0.05408137789
746	0.05402476236
747	0.05395170082
748	0.05390824034
749	0.05383996339
750	0.05370597207
751	0.05366343818
752	0.05362228012
753	0.05349431417
754	0.05334074234
755	0.05329420387
756	0.05323017324
757	0.0531670453
758	0.0531217918
759	0.05308272142
760	0.05303312599
761	0.0529921097
762	0.0529167254
763	0.05286536988
764	0.05279850708
765	0.0527551775
766	0.0527073156
767	0.052672118
768	0.05259929726
769	0.05253990365
770	0.05247563601
771	0.05243384927
772	0.05236384485
773	0.05232691802
774	0.05228056899
775	0.05218983673
776	0.05215406203
777	0.05212259707
778	0.05208462976
779	0.05203657051
780	0.05200237321
781	0.05194219168
782	0.05187917251
783	0.05184605483
784	0.05180087517
785	0.05173579541
786	0.05168589992
787	0.05163936346
788	0.05160108033
789	0.05157177223
790	0.05152872954
791	0.05144156764
792	0.05140999931
793	0.05131189946
794	0.05125599171
795	0.05120118792
796	0.05115936426
797	0.05110158453
798	0.05103943697
799	0.05101161215
800	0.05097110341
801	0.05090555732
802	0.05087519254
803	0.05083147862
804	0.0507726804
805	0.05071466758
806	0.05068759131
807	0.05066094659
808	0.05063505523
809	0.05058262986
810	0.05055733588
811	0.05051807984
812	0.0504646507
813	0.05044515313
814	0.0503935791
815	0.05034710938
816	0.05029561792
817	0.05020260959
818	0.05014357509
819	0.0500935086
820	0.05003644375
821	0.04998948595
822	0.04995131715
823	0.04988892215
824	0.04979924694
825	0.04977074082
826	0.04972510068
827	0.04967477816
828	0.04963134151
829	0.04961545123
830	0.04957181567
831	0.04952227537
832	0.04947423654
833	0.04941394897
834	0.04937804796
835	0.04931402532
836	0.04925884592
837	0.04922130743
838	0.04916276827
839	0.04913908831
840	0.04911591546
841	0.04909338713
842	0.04903170354
843	0.0489742619
844	0.04893950836
845	0.04891241907
846	0.04888608277
847	0.04882194543
848	0.04878583323
849	0.04872339294
850	0.04867749071
851	0.04863266476
852	0.04859194676
853	0.04856650945
854	0.04851517842
855	0.04845827518
856	0.04843883304
857	0.04840127516
858	0.04836796656
859	0.0483140716
860	0.04823498508
861	0.04810462887
862	0.04804942506
863	0.04792475515
864	0.04790374339
865	0.04786712534
866	0.04785125993
867	0.04781256863
868	0.04779236728
869	0.04774065206
870	0.04765789173
871	0.04757746623
872	0.0475000997
873	0.04744646025
874	0.04739447649
875	0.04735848683
876	0.0473073661
877	0.04727574641
878	0.04720116128
879	0.04715213311
880	0.04712818714
881	0.04709129109
882	0.0470333863
883	0.04701599595
884	0.0469845984
885	0.04692252307
886	0.04687993006
887	0.04683784244
888	0.04680723074
889	0.04674856808
890	0.04668976208
891	0.04663342767
892	0.04659492203
893	0.0465455389
894	0.04652242598
895	0.04649999547
896	0.04642636698
897	0.04639407147
898	0.04632329785
899	0.04629345136
900	0.04627978447
901	0.04623412509
902	0.0462208936
903	0.04620190091
904	0.04608684109
905	0.04606827492
906	0.045995978
907	0.04597447579
908	0.04595664885
909	0.04592195999
910	0.04588981307
911	0.04582266612
912	0.04580922322
913	0.04578866854
914	0.04577627551
915	0.04573237378
916	0.04571521045
917	0.04566791101
918	0.04561830196
919	0.04554963504
920	0.04552845412
921	0.04550743147
922	0.04546494687
923	0.04543475887
924	0.04542269165
925	0.04540234379
926	0.04533807022
927	0.04527164371
928	0.04525537161
929	0.045243674
930	0.04522406996
931	0.04518342817
932	0.04515581764
933	0.04513742478
934	0.04509450174
935	0.04498525261
936	0.04496934072
937	0.04495802124
938	0.04493177033
939	0.04487878206
940	0.04482371743
941	0.0447981675
942	0.04476281503
943	0.04469935602
944	0.04468832942
945	0.04467036301
946	0.04462465198
947	0.04455707637
948	0.04449176122
949	0.04446322581
950	0.04438131134
951	0.04434256543
952	0.04432335801
953	0.04428572517
954	0.04421725708
955	0.04411399557
956	0.04410235857
957	0.04409183433
958	0.04408166033
959	0.04407174198
960	0.04402717709
961	0.04401613296
962	0.04391719753
963	0.04385364581
964	0.04377497264
965	0.04376404238
966	0.043754446
967	0.04367865641
968	0.04366694083
969	0.04364684507
970	0.04361259967
971	0.04355120851
972	0.04354174458
973	0.04348183529
974	0.04344828798
975	0.04341228292
976	0.04340100799
977	0.0433637424
978	0.04332211815
979	0.04329549156
980	0.04323711712
981	0.04318081171
982	0.04314650252
983	0.04311680505
984	0.04306516664
985	0.04305435122
986	0.04302091853
987	0.04300210122
988	0.04296079946
989	0.04288926079
990	0.04287239944
991	0.04283551257
992	0.04281306474
993	0.04276615807
994	0.04267145794
995	0.04263850697
996	0.04260231093
997	0.04254450671
998	0.04250281624
999	0.04249341713
