,Decision_Tree,naivey_bayes,Logistic,K_Nearest_Neighbors,Random_Forest,Multi_layer_Perceptron,Support_Vector_Machine,Cat_Boost_Classifier
0,0.9829336769032555,0.8115579870392093,0.7898755841009172,0.9395063746322327,0.976730188642963,0.07916081764513586,0.7353402688306444,0.9801444147453031
1,0.8939085877572719,0.6741729961227447,0.6136445691374832,0.7017590342800728,0.8485917780782731,0.039719823856315985,0.5613074223681791,0.8679520836505763
2,0.9686998088400613,0.6640183908346601,0.7242387859919417,0.9936686034862753,0.9457060906990782,0.5,0.9003067526209181,0.9650804797508863
3,0.9254839228427013,0.6386887818849109,0.6057529318728758,0.7859313162474846,0.8891946058302572,0.07315195244501928,0.5926000993771127,0.9078146395019857
